,,,,,,,,,,,
Loan Id,Quarters,Years,Segment of Loan,Lender Name,Type of Loan,Original Loan size,Outstanding loan amount,Borrower Age,Borrower Income,New to Credit (Y /N),Gender
NBFCIN000709,Q3,FY21,Microfinance,NBFC,Microfinance Loan,25750,8670,59,31209,Y,M
NBFCIN0002175,Q3,FY19,Microfinance,NBFC,Microfinance Loan,26260,8543,49,53856,N,M
NBFCIN00022,Q3,FY21,Microfinance,NBFC,Microfinance Loan,27560,8463,56,30240,N,M
NBFCIN000126,Q3,FY20,Microfinance,NBFC,Microfinance Loan,31900,7540,62,31392,N,M
NBFCIN0001189K,Q3,FY20,Microfinance,NBFC,Microfinance Loan,33000,7650,25,36396,Y,F
NBFCIN0001266G,Q3,FY20,Microfinance,NBFC,Microfinance Loan,33280,10665,29,43329,N,F
NBFCIN000632,Q3,FY21,Microfinance,NBFC,Microfinance Loan,35970,9979,46,23608,Y,F
NBFCIN000817,Q3,FY20,Microfinance,NBFC,Microfinance Loan,34320,11332,37,38007,N,F
NBFCIN000811B,Q3,FY19,Microfinance,NBFC,Microfinance Loan,36380,11556,34,23968,Y,M
NBFCIN000822,Q3,FY20,Microfinance,NBFC,Microfinance Loan,35350,13104,33,44408,Y,M
NBFCIN0001427,Q3,FY21,Microfinance,NBFC,Microfinance Loan,36360,14385,47,45360,N,F
NBFCIN0002249,Q3,FY21,Microfinance,NBFC,Microfinance Loan,39240,12052,46,19845,N,F
NBFCIN000814N,Q3,FY21,Microfinance,NBFC,Microfinance Loan,36360,10483,54,27940,Y,F
NBFCIN0001442,Q3,FY19,Microfinance,NBFC,Microfinance Loan,37370,12195,52,31458,N,F
NBFCIN0001449,Q3,FY20,Microfinance,NBFC,Microfinance Loan,38110,10489,41,32849,N,M
NBFCIN0002234,Q3,FY20,Microfinance,NBFC,Microfinance Loan,40700,10197,39,49793,Y,M
NBFCIN0001410,Q3,FY21,Microfinance,NBFC,Microfinance Loan,43200,12928,57,40590,N,M
NBFCIN0002297,Q3,FY20,Microfinance,NBFC,Microfinance Loan,43050,16687,46,26568,N,M
NBFCIN0001649,Q3,FY19,Microfinance,NBFC,Microfinance Loan,42420,14553,32,43350,Y,M
NBFCIN000878,Q3,FY19,Microfinance,NBFC,Microfinance Loan,45580,13717,24,36618,N,M
NBFCIN0001076,Q3,FY21,Microfinance,NBFC,Microfinance Loan,46800,13963,54,39037,N,M
NBFCIN000153,Q3,FY19,Microfinance,NBFC,Microfinance Loan,51000,14715,34,420784,N,M
NBFCIN0001673,Q3,FY21,Microfinance,NBFC,Microfinance Loan,54500,15514,40,439780,N,M
NBFCIN0002372,Q3,FY19,Microfinance,NBFC,Microfinance Loan,52500,15224,49,434595,Y,M
NBFCIN000961,Q3,FY20,Microfinance,NBFC,Microfinance Loan,54500,16960,39,420189,Y,M
NBFCIN0001655,Q3,FY21,Microfinance,NBFC,Microfinance Loan,57780,18316,33,429304,N,M
NBFCIN0001707,Q3,FY20,Microfinance,NBFC,Microfinance Loan,58860,16848,32,437508,N,M
NBFCIN0001498,Q3,FY19,Microfinance,NBFC,Microfinance Loan,58850,17776,32,416670,N,M
NBFCIN000148,Q3,FY19,Microfinance,NBFC,Microfinance Loan,62640,18502,50,422300,N,M
NBFCIN0001522,Q3,FY19,Microfinance,NBFC,Microfinance Loan,67580,18786,49,395760,N,F
NBFCIN000988S,Q3,FY21,Microfinance,NBFC,Microfinance Loan,63630,24009,40,407040,N,F
NBFCIN000992,Q3,FY20,Microfinance,NBFC,Microfinance Loan,67320,26136,26,422157,Y,F
NBFCIN000469,Q3,FY21,Microfinance,NBFC,Microfinance Loan,77000,25410,29,396882,Y,M
NBFCIN00044,Q3,FY19,Microfinance,NBFC,Microfinance Loan,81400,23398,28,379962,N,M
NBFCIN000374,Q3,FY19,Microfinance,NBFC,Microfinance Loan,76500,22260,35,434830,Y,M
NBFCIN000977,Q3,FY20,Microfinance,NBFC,Microfinance Loan,82160,30399,42,400192,N,F
NBFCIN000319,Q3,FY20,Microfinance,NBFC,Microfinance Loan,91670,30349,45,420984,Y,M
NBFCIN0002476,Q3,FY19,Microfinance,NBFC,Microfinance Loan,97520,27563,57,351581,N,M
NBFCIN0002449,Q3,FY19,Microfinance,NBFC,Microfinance Loan,134620,51219,52,384696,N,F
PVT00MICROV868,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,10300,3640,35,429135,N,M
PVT00MICROV1499,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,14300,4547,53,388232,Y,M
PVT00MICROV2301,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,13780,4418,41,443300,N,M
PVT00MICROV3,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,14140,5194,60,417253,Y,M
PVT00MICROV1250,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,17440,6822,38,374770,N,M
PVT00MICROV2330,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,17600,7920,50,442530,Y,M
PVT00MICROV2370,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,17440,6156,35,415590,N,F
PVT00MICROV456,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,17440,7948,55,448035,N,F
PVT00MICROV695,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,16160,5808,25,425645,N,M
PVT00MICROV362,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,17850,8829,51,379680,N,M
PVT00MICROV101,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,27250,9012,51,430542,N,M
PVT00MICROV1243,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,26000,10455,53,413296,Y,F
PVT00MICROV2003,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,25750,8415,42,456654,N,F
PVT00MICROV240,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,27500,10600,50,439924,Y,M
PVT00MICROV782,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,26000,11587,39,417165,Y,M
PVT00MICROV337,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,27300,11128,29,395046,Y,M
PVT00MICROV14,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,28080,9914,53,420750,N,F
PVT00MICROV2056,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,28350,13959,42,449820,N,M
PVT00MICROV228,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,27270,9622,44,368322,N,M
PVT00MICROV2480,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,27270,11056,33,461919,Y,F
PVT00MICROV944,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,28620,14023,43,383010,N,M
PVT00MICROV1699,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,36720,14055,35,385220,N,M
PVT00MICROV2159,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,36720,14422,46,432480,N,M
PVT00MICROV427,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,34340,14912,27,420240,N,M
PVT00MICROV989,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,34680,13090,23,343400,N,M
PVT00MICROV1325,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,38500,15953,40,392700,N,F
PVT00MICROV1638,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,36050,15862,27,385000,N,M
PVT00MICROV1964,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,35700,15015,35,343350,N,M
PVT00MICROV442,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,38500,12971,48,151200,N,M
PVT00MICROV1448,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,38160,15498,25,302400,N,M
PVT00MICROV715,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,38880,13816,37,308160,N,M
PVT00MICROV1543,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,39590,17482,29,431420,N,M
PVT00MICROV187,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,40700,12432,33,488400,Y,M
PVT00MICROV529,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,38110,18870,57,298960,N,M
PVT00MICROV726,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,47470,20116,44,332290,N,F
PVT00MICROV2160,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,59400,25778,59,605000,N,M
NBFCIN36AUTO8846,Q3,FY20,Retail,NBFC,Auto Loans,173204,23791,33,2696100,N,F
NBFCIN120AUTO35553A12,Q3,FY21,Retail,NBFC,Auto Loans,201802,36324,27,388516,N,M
NBFCIN16AUTO35553A,Q3,FY21,Retail,NBFC,Auto Loans,88271,91666,46,933636,N,M
NBFCIN163AUTOAW35553,Q3,FY20,Retail,NBFC,Auto Loans,316731,344955,38,2069733,N,M
IC0074AUL23369,Q3,FY20,Retail,PVT Bank,Auto Loans,267954,94493,27,1071816,N,F
PSUNAUTO248LOA5373,Q3,FY21,Retail,PSU Bank,Auto Loans,141669,79642,28,572022,N,F
PVTN5CCL7323,Q3,FY19,Retail,PVT Bank,Credit Card,22660,13543,22,357830,Y,M
PSUN84CC10591,Q3,FY21,Retail,PSU Bank,Credit Card,24089,11182,31,515302,N,F
NBFCINCC30ZA0327,Q3,FY19,Retail,NBFC,Credit Card,22866,7501,29,279032,N,F
PVTN20CCL2690,Q3,FY20,Retail,PVT Bank,Credit Card,25441,14923,57,359208,N,M
PVTN16CCL7938,Q3,FY21,Retail,PVT Bank,Credit Card,28820,11224,52,590889,Y,M
PVTN43CCL8520,Q3,FY20,Retail,PVT Bank,Credit Card,27192,11256,31,506111,N,M
PVTN26CCL3637,Q3,FY19,Retail,PVT Bank,Credit Card,28355,8379,53,431808,N,M
NBFCINCC30ZA05020,Q3,FY20,Retail,NBFC,Credit Card,28676,9433,44,592116,Y,M
PVTN87CCL12215,Q3,FY20,Retail,PVT Bank,Credit Card,29484,11575,34,542640,N,M
NBFCINCC30ZA02475,Q3,FY19,Retail,NBFC,Credit Card,30193,12265,38,428346,Y,M
NBFCINCC30ZA0827,Q3,FY20,Retail,NBFC,Credit Card,29458,12132,44,409013,N,M
PVTN32CCL7864,Q3,FY20,Retail,PVT Bank,Credit Card,30472,9751,51,491946,N,M
PVTN87CCL12212,Q3,FY20,Retail,PVT Bank,Credit Card,30098,15198,47,389566,N,M
PVTN70CCL10729,Q3,FY19,Retail,PVT Bank,Credit Card,31720,13066,56,376936,Y,M
PSUN72CC2951,Q3,FY20,Retail,PSU Bank,Credit Card,32032,12196,33,343640,N,F
PVTN69CCL5265,Q3,FY19,Retail,PVT Bank,Credit Card,31613,12329,60,381240,N,F
PVTN57CCL6136,Q3,FY21,Retail,PVT Bank,Credit Card,31916,19762,28,340370,N,M
PVTN22CCL9267,Q3,FY21,Retail,PVT Bank,Credit Card,35316,17010,35,375960,N,F
PVTN87CCL4654,Q3,FY20,Retail,PVT Bank,Credit Card,34335,11546,23,383724,N,M
PVTN28CCL3466,Q3,FY21,Retail,PVT Bank,Credit Card,36960,21379,60,434160,N,M
PVTN87CCL9645,Q3,FY21,Retail,PVT Bank,Credit Card,38478,16498,57,339864,Y,M
NBFCINCC30ZA07632,Q3,FY21,Retail,NBFC,Credit Card,38760,19767,31,667040,N,M
NBFCINCC30ZA012176,Q3,FY19,Retail,NBFC,Credit Card,39624,22151,45,645062,N,M
NBFCINCC30ZA02555,Q3,FY21,Retail,NBFC,Credit Card,41446,21958,38,668910,N,M
PVTN57CCL312,Q3,FY21,Retail,PVT Bank,Credit Card,42840,19298,50,658908,Y,F
PVTN93CCL130,Q3,FY21,Retail,PVT Bank,Credit Card,46110,24203,55,610863,N,M
PVTN63CCL7785,Q3,FY21,Retail,PVT Bank,Credit Card,48287,14911,27,660867,N,M
PVTN89CCL8898,Q3,FY19,Retail,PVT Bank,Credit Card,48840,23931,57,615090,N,M
NBFCIN060TWL3,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,46010,29386,51,863430,Y,F
NBFCIN060TWL31,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,87200,51728,53,350880,N,M
NBFCIN060TWL46,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,50600,29808,42,994665,N,M
NBFCIN060TWL6,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,69760,45248,27,1135362,Y,M
NBFCIN192TWL4876,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,69300,40231,27,641855,N,M
NBFCIN161TWL2006,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,34650,20328,36,715606,N,F
NBFCIN371TWL12418,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,38880,22838,56,802984,Y,M
NBFCIN200TWL6829,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,69120,47251,25,476340,N,F
NBFCIN309TWL5461,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,40400,27472,31,432403,N,F
NBFCIN428TWL7788,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,219240,129168,47,1025908,N,F
NBFCIN308TWL1903,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,48300,32591,46,826560,N,M
IC0700TWL42E,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,47700,29205,58,757944,Y,M
PVTN129TWL10915,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,71400,39270,59,725192,Y,F
PVTN12TWL9083,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,50760,27918,45,825078,N,M
PVTN270TWL11742,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,57680,36915,55,1199220,N,M
PVTN137TWL8598,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,65400,35226,39,1061827,Y,F
PVTN247TWL11834,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,29870,21924,35,1279304,N,M
PVTN350TWL3602,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,69120,41779,28,1538099,Y,M
PVTN391TWL9799,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,47960,32788,28,580580,N,M
PVTN389TWL8441,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,60320,40576,35,1261050,N,M
PVTN34TWL8737,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,50470,28704,28,1443960,N,M
PVTN110TWL1373,Q3,FY20,Retail,PVT Bank,Two-Wheeler Loan,22890,6867,26,726000,N,F
PVTN12TWL1974,Q3,FY21,Retail,PVT Bank,Two-Wheeler Loan,63860,19778,26,827637,Y,F
PVTN133TWL6300,Q3,FY19,Retail,PVT Bank,Two-Wheeler Loan,58240,17248,56,956650,N,M
PVTN265TWL4385,Q3,FY21,Retail,PVT Bank,Two-Wheeler Loan,79500,27825,35,1495476,N,M
PVTN468TWL8120,Q3,FY21,Retail,PVT Bank,Two-Wheeler Loan,57780,20217,55,922680,Y,M
PSUIN203TWL10633,Q3,FY20,Retail,PSU Bank,Two-Wheeler Loan,55590,16218,55,453168,Y,M
PSUIN245TWL7160,Q3,FY21,Retail,PSU Bank,Two-Wheeler Loan,114490,34133,36,1005265,N,M
PSUIN351TWL12075,Q3,FY19,Retail,PSU Bank,Two-Wheeler Loan,106820,38808,34,861732,N,M
NBFCIN000COML439,Q4,FY19,Commercial,NBFC,Commercial Loan,17240900,3415650,40,6587325,Y,M
NBFCIN000COML556,Q4,FY21,Commercial,NBFC,Commercial Loan,8402400,4045600,47,5893350,N,M
PVT00COM148,Q4,FY19,Commercial,PVT Bank,Commercial Loan,21053200,4251520,44,8201550,N,F
PVT00COM20,Q4,FY20,Commercial,PVT Bank,Commercial Loan,20821150,4287920,46,7885237,Y,M
PVT00COM65,Q4,FY19,Commercial,PVT Bank,Commercial Loan,432600,115500,55,321300,Y,M
PVT00COM84,Q4,FY19,Commercial,PVT Bank,Commercial Loan,17943680,4655200,39,6728880,N,F
PSUIN300460MICRO0145155,Q4,FY21,Commercial,PSU Bank,Commercial Loan,14538950,2994160,36,5829975,Y,M
PSUIN300427MICRO0128686,Q4,FY20,Commercial,PSU Bank,Commercial Loan,183288840,90779850,25,92508990,Y,M
PSUIN3002MICRO0142759,Q4,FY21,Commercial,PSU Bank,Commercial Loan,5340280,2594570,45,2021497,N,F
PSUIN3009MICRO0118372,Q4,FY20,Commercial,PSU Bank,Commercial Loan,192474000,98124000,27,75008250,N,M
PVT00MICROV1051,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,58710,23712,28,639540,N,F
PVT00MICROV1161,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,74200,25970,56,457800,N,M
PVT00MICROV334,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,74550,29351,44,590720,N,M
PVT00MICROV815,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,88200,37564,30,692160,Y,F
PVT00MICROV1729,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,94860,43189,25,751440,N,M
PVT00MICROV428,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,104760,40177,29,706160,N,M
PVT00MICROV1170,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,112320,39915,38,667680,N,M
PVT00MICROV1132,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,115440,59829,40,1371960,Y,F
PSUIN300119MICRO017387,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,6300,2163,42,54540,N,M
PSUIN300397MICRO0135398,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,7070,3662,39,37100,N,M
PSUIN300175MICRO0111984,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,15120,6501,64,87360,N,F
PSUIN300452MICRO018279,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,15750,6708,66,144450,N,F
PSUIN300337MICRO0136130,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,16960,8400,24,158400,Y,M
PSUIN300119MICRO0137808,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,16640,7123,39,557022,N,M
PSUIN300123MICRO0129157,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,16480,6592,26,500271,Y,F
PSUIN300259MICRO0126459,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,21200,9030,28,590143,N,M
PSUIN30029MICRO0116997,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,27250,9450,28,608524,Y,M
PSUIN300140MICRO0138865,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,27300,9921,26,396000,N,F
PSUIN300272MICRO0142350,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,26780,12012,55,551874,N,M
PSUIN300227MICRO0144159,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,28080,9555,66,639922,Y,M
PSUIN300355MICRO0120754,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,28890,9914,52,589469,N,M
PSUIN300140MICRO0146966,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,29700,13365,52,569750,N,M
PSUIN300297MICRO0145854,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,31320,11165,26,663166,N,F
PSUIN300475MICRO0129297,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,31320,13270,32,569590,Y,F
PSUIN300462MICRO0110070,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,32100,14040,40,512102,N,F
PSUIN300456MICRO0132600,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,33660,15246,52,362230,N,M
PSUIN300451MICRO0147519,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,35640,12592,35,534480,Y,M
PSUIN300423MICRO0140909,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,34680,14079,36,852925,Y,M
PSUIN30017MICRO0149161,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,36720,16830,49,547066,N,M
PSUIN300476MICRO0128373,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,35700,14098,41,403966,N,M
PSUIN300472MICRO019441,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,36360,15163,55,598533,Y,F
PSUIN30059MICRO0144198,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,38880,15724,35,346605,Y,F
PSUIN300135MICRO0140310,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,37370,17582,41,545940,N,M
PSUIN300328MICRO0137392,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,38850,15059,60,815010,Y,M
PSUIN300102MICRO0114387,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,39590,16864,56,771120,N,M
PSUIN300245MICRO0148369,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,46200,16598,45,558734,N,F
PSUIN300154MICRO0134829,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,43860,20846,33,569690,N,M
PSUIN300346MICRO0141043,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,50600,21859,32,479818,N,M
PSUIN300350MICRO0124714,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,52500,20800,48,475090,N,M
PSUIN300296MICRO01628,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,52000,19950,28,263206,N,M
PSUIN300382MICRO0120175,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,54500,21115,31,576837,N,M
PSUIN300400MICRO0134626,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,52020,21119,45,768123,N,M
PSUIN30032MICRO018848,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,55120,21624,30,431130,N,M
PSUIN300444MICRO0123589,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,57240,20412,40,630551,Y,M
PSUIN300425MICRO01885,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,59590,21269,39,608121,Y,M
PSUIN30071MICRO0138929,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,63860,22543,47,427686,N,M
PSUIN30087MICRO018982,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,69120,24192,38,665362,Y,M
PSUIN30096MICRO0143652,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,78280,30529,51,416658,N,M
PSUIN300240MICRO0122517,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,82400,30192,56,661046,N,M
PSUIN300108MICRO0142471,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,87870,35626,48,479273,Y,M
PSUIN300487MICRO0119133,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,100580,39480,35,499547,N,M
PSUIN30030MICRO019066,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,104640,46464,37,368122,N,M
PSUIN300221MICRO019673,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,105600,37814,28,355885,N,M
PSUIN300394MICRO0114747,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,111100,39985,41,328644,N,M
PSUIN300394MICRO015735,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,105040,45198,42,556296,N,M
PSUIN300434MICRO0127113,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,109200,51012,34,378834,Y,M
PSUIN300345MICRO0138895,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,111300,47124,28,706230,N,M
PSUIN300344MICRO0127194,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,113420,46216,48,506760,Y,F
PSUIN30076MICRO0130836,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,116630,41136,50,517666,N,M
NBFCIN0001833,Q4,FY20,Microfinance,NBFC,Microfinance Loan,3240,780,54,514563,Y,M
NBFCIN0001055Q,Q4,FY19,Microfinance,NBFC,Microfinance Loan,4400,1395,42,535288,Y,F
NBFCIN0002175,Q4,FY19,Microfinance,NBFC,Microfinance Loan,5300,1508,46,347464,N,F
NBFCIN000920,Q4,FY20,Microfinance,NBFC,Microfinance Loan,5500,1363,50,491028,N,M
NBFCIN000424,Q4,FY19,Microfinance,NBFC,Microfinance Loan,5450,1674,21,471975,N,F
NBFCIN0001728,Q4,FY20,Microfinance,NBFC,Microfinance Loan,6360,2019,54,594385,N,M
NBFCIN0002219R,Q4,FY20,Microfinance,NBFC,Microfinance Loan,6120,1908,38,349345,N,F
NBFCIN000152,Q4,FY21,Microfinance,NBFC,Microfinance Loan,6060,2112,34,450942,Y,F
NBFCIN000247,Q4,FY19,Microfinance,NBFC,Microfinance Loan,6480,2397,38,562754,Y,F
NBFCIN000811,Q4,FY20,Microfinance,NBFC,Microfinance Loan,6540,1962,47,440947,N,F
NBFCIN000642,Q4,FY19,Microfinance,NBFC,Microfinance Loan,7630,2018,30,564375,N,M
NBFCIN000147,Q4,FY19,Microfinance,NBFC,Microfinance Loan,7070,2041,39,268290,Y,F
NBFCIN0002249,Q4,FY21,Microfinance,NBFC,Microfinance Loan,7420,2131,35,589572,N,M
NBFCIN0002064,Q4,FY19,Microfinance,NBFC,Microfinance Loan,7490,1785,26,418746,Y,M
NBFCIN000701,Q4,FY21,Microfinance,NBFC,Microfinance Loan,7560,2097,53,664090,N,F
NBFCIN000105,Q4,FY19,Microfinance,NBFC,Microfinance Loan,7140,2419,39,135160,Y,M
NBFCIN0001199,Q4,FY20,Microfinance,NBFC,Microfinance Loan,7070,1984,34,366989,N,F
NBFCIN0002432,Q4,FY19,Microfinance,NBFC,Microfinance Loan,8720,2505,28,416988,N,M
NBFCIN0001196,Q4,FY19,Microfinance,NBFC,Microfinance Loan,8400,2332,40,438880,Y,F
NBFCIN000224,Q4,FY20,Microfinance,NBFC,Microfinance Loan,8800,2020,48,674421,N,M
NBFCIN000575,Q4,FY20,Microfinance,NBFC,Microfinance Loan,9180,2454,42,839868,N,F
NBFCIN0001681,Q4,FY21,Microfinance,NBFC,Microfinance Loan,9090,3213,53,455104,Y,M
NBFCIN000913,Q4,FY20,Microfinance,NBFC,Microfinance Loan,10200,2754,54,1023669,Y,M
NBFCIN000302,Q4,FY19,Microfinance,NBFC,Microfinance Loan,14840,5439,41,945666,N,F
NBFCIN0001942,Q4,FY19,Microfinance,NBFC,Microfinance Loan,18360,5722,36,791013,N,M
NBFCIN0002029,Q4,FY19,Microfinance,NBFC,Microfinance Loan,18700,4681,36,547180,N,F
NBFCIN0001899,Q4,FY19,Microfinance,NBFC,Microfinance Loan,19440,6732,45,656096,N,F
NBFCIN000460,Q4,FY20,Microfinance,NBFC,Microfinance Loan,28890,9207,56,749210,N,M
NBFCIN000784,Q4,FY21,Microfinance,NBFC,Microfinance Loan,27810,8453,34,603677,N,M
NBFCIN0001405,Q4,FY19,Microfinance,NBFC,Microfinance Loan,33330,11150,54,673260,N,M
NBFCIN0001546,Q4,FY19,Microfinance,NBFC,Microfinance Loan,48400,11440,36,667116,Y,M
NBFCIN0002360,Q4,FY20,Microfinance,NBFC,Microfinance Loan,49820,13070,32,616464,N,M
NBFCIN0001090V,Q4,FY20,Microfinance,NBFC,Microfinance Loan,58710,19881,47,544170,Y,M
NBFCIN000986,Q4,FY19,Microfinance,NBFC,Microfinance Loan,75260,25538,39,663960,Y,F
NBFCIN0001753,Q4,FY21,Microfinance,NBFC,Microfinance Loan,104040,26785,35,894841,N,M
PVT00MICRO56,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,7070,2866,42,300090,N,F
PVT00MICRO73,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,10100,5184,51,510050,N,M
PVT00MICRO71O,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,3240,1009,49,568544,Y,F
PVT00MICRO81,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,5050,2180,32,508636,N,M
PVT00MICRO18,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,6540,2808,53,854385,N,M
PVT00MICRO8,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,6360,2138,52,611757,N,M
PVT00MICRO21,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,6240,2302,49,1060477,Y,M
PVT00MICRO45G,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,6540,2092,40,628845,Y,M
